#idx, time, rx_pkts, tpr, n_core
0000001327, 183310, 0000000000, 100, 001
0000001328, 183311, 0000000000, 100, 001
0000001329, 183312, 0000000000, 100, 001
0000001330, 183313, 0000000000, 100, 001
0000001331, 183314, 0000000000, 100, 001
0000001332, 183316, 0000000000, 100, 001
0000001333, 183317, 0000000000, 100, 001
0000001334, 183318, 0000000000, 100, 001
0000001335, 183319, 0000000000, 100, 001
0000001336, 183320, 0000000000, 100, 001
0000001337, 183321, 0000000000, 100, 001
0000001338, 183322, 0000000000, 100, 001
0000001339, 183323, 0000000000, 100, 001
0000001340, 183324, 0000000000, 100, 001
0000001341, 183325, 0000000000, 100, 001
0000001342, 183326, 0000000000, 100, 001
0000001343, 183327, 0000000000, 100, 001
0000001344, 183328, 0000000000, 100, 001
0000001345, 183329, 0000000000, 100, 001
0000001346, 183330, 0000000000, 100, 001
0000001347, 183331, 0000000000, 100, 001
0000001348, 183332, 0000000000, 100, 001
0000001349, 183333, 0000000000, 100, 001
0000001350, 183334, 0000000000, 100, 001
0000001351, 183335, 0000000000, 100, 001
0000001352, 183336, 0000000000, 100, 001
0000001353, 183337, 0000000000, 100, 001
0000001354, 183338, 0000000000, 100, 001
0000001355, 183339, 0000000000, 100, 001
0000001356, 183340, 0000000000, 100, 001
0000001357, 183341, 0000000000, 100, 001
0000001358, 183342, 0000000000, 100, 001
0000001359, 183343, 0000000000, 100, 001
0000001360, 183344, 0000000000, 100, 001
0000001361, 183345, 0000000000, 100, 001
0000001362, 183346, 0000000000, 100, 001
0000001363, 183347, 0000000000, 100, 001
0000001364, 183348, 0000000000, 100, 001
0000001365, 183349, 0000000000, 100, 001
0000001366, 183350, 0000000000, 100, 001
0000001367, 183351, 0000000000, 100, 001
0000001368, 183352, 0000000000, 100, 001
0000001369, 183353, 0000000000, 100, 001
0000001370, 183354, 0000000000, 100, 001
0000001371, 183355, 0000000000, 100, 001
0000001372, 183356, 0000000000, 100, 001
0000001373, 183357, 0000000000, 100, 001
0000001374, 183358, 0000000000, 100, 001
0000001375, 183359, 0000000000, 100, 001
0000001376, 183400, 0000000000, 100, 001
0000001377, 183401, 0000000000, 100, 001
0000001378, 183402, 0000000000, 100, 001
0000001379, 183403, 0000000000, 100, 001
0000001380, 183404, 0000000000, 100, 001
0000001381, 183405, 0000000000, 100, 001
0000001382, 183406, 0000000000, 100, 001
0000001383, 183407, 0000000000, 100, 001
0000001384, 183408, 0000000000, 100, 001
0000001385, 183409, 0000000000, 100, 001
0000001386, 183410, 0000000000, 100, 001
0000001387, 183411, 0000000000, 100, 001
0000001388, 183412, 0000000000, 100, 001
0000001389, 183413, 0000000000, 100, 001
0000001390, 183414, 0000000000, 100, 001
0000001391, 183415, 0000000000, 100, 001
0000001392, 183416, 0000000000, 100, 001
0000001393, 183417, 0000000000, 100, 001
0000001394, 183418, 0000000000, 100, 001
0000001395, 183419, 0000000000, 100, 001
0000001396, 183420, 0000000000, 100, 001
0000001397, 183421, 0000000000, 100, 001
0000001398, 183422, 0000000000, 100, 001
0000001399, 183423, 0000000000, 100, 001
0000001400, 183424, 0000000000, 100, 001
0000001401, 183425, 0000000000, 100, 001
0000001402, 183426, 0000000000, 100, 001
0000001403, 183427, 0000000000, 100, 001
0000001404, 183428, 0000000000, 100, 001
0000001405, 183429, 0000000000, 100, 001
0000001406, 183430, 0000000000, 100, 001
0000001407, 183431, 0000000000, 100, 001
0000001408, 183432, 0000000000, 100, 001
0000001409, 183433, 0000000000, 100, 001
0000001410, 183434, 0000000000, 100, 001
0000001411, 183435, 0000000000, 100, 001
0000001412, 183436, 0000000000, 100, 001
0000001413, 183437, 0000000000, 100, 001
0000001414, 183438, 0000000000, 100, 001
0000001415, 183439, 0000000000, 100, 001
0000001416, 183440, 0000000000, 100, 001
0000001417, 183441, 0000000000, 100, 001
0000001418, 183442, 0000000000, 100, 001
0000001419, 183443, 0000000000, 100, 001
0000001420, 183444, 0000000000, 100, 001
0000001421, 183445, 0000000000, 100, 001
0000001422, 183446, 0000000000, 100, 001
0000001423, 183447, 0000000000, 100, 001
0000001424, 183448, 0000000000, 100, 001
0000001425, 183449, 0000000000, 100, 001
0000001426, 183450, 0000000000, 100, 001
0000001427, 183451, 0000000000, 100, 001
0000001428, 183452, 0000000000, 100, 001
0000001429, 183453, 0000000000, 100, 001
0000001430, 183454, 0000000000, 100, 001
0000001431, 183455, 0000000000, 100, 001
0000001432, 183457, 0000000000, 100, 001
0000001433, 183458, 0000000000, 100, 001
0000001434, 183459, 0000000000, 100, 001
0000001435, 183500, 0000000000, 100, 001
0000001436, 183501, 0000000000, 100, 001
0000001437, 183502, 0000000000, 100, 001
0000001438, 183503, 0000000000, 100, 001
0000001439, 183504, 0000000000, 100, 001
0000001440, 183505, 0000000000, 100, 001
0000001441, 183506, 0000000000, 100, 001
0000001442, 183507, 0000000000, 100, 001
0000001443, 183508, 0000000000, 100, 001
0000001444, 183509, 0000000000, 100, 001
0000001445, 183510, 0000000000, 100, 001
0000001446, 183511, 0000000000, 100, 001
0000001447, 183512, 0000000000, 100, 001
0000001448, 183513, 0000000000, 100, 001
0000001449, 183514, 0000000000, 100, 001
0000001450, 183515, 0000000000, 100, 001
0000001451, 183516, 0000000000, 100, 001
0000001452, 183517, 0000000000, 100, 001
0000001453, 183518, 0000000000, 100, 001
0000001454, 183519, 0000000000, 100, 001
0000001455, 183520, 0000000000, 100, 001
0000001456, 183521, 0000000000, 100, 001
0000001457, 183522, 0000000000, 100, 001
0000001458, 183523, 0000000000, 100, 001
0000001459, 183524, 0000000000, 100, 001
0000001460, 183525, 0000000000, 100, 001
0000001461, 183526, 0000000000, 100, 001
0000001462, 183527, 0000000000, 100, 001
0000001463, 183528, 0000000000, 100, 001
0000001464, 183529, 0000000000, 100, 001
0000001465, 183530, 0000000000, 100, 001
0000001466, 183531, 0000000000, 100, 001
0000001467, 183532, 0000000000, 100, 001
0000001468, 183533, 0000000000, 100, 001
0000001469, 183534, 0000000000, 100, 001
0000001470, 183535, 0000000000, 100, 001
0000001471, 183536, 0000000000, 100, 001
0000001472, 183537, 0000000000, 100, 001
0000001473, 183538, 0000000000, 100, 001
0000001474, 183539, 0000000000, 100, 001
0000001475, 183540, 0000000000, 100, 001
0000001476, 183541, 0000000000, 100, 001
0000001477, 183542, 0000000000, 100, 001
0000001478, 183543, 0000000000, 100, 001
0000001479, 183544, 0000000000, 100, 001
0000001480, 183545, 0000000000, 100, 001
0000001481, 183546, 0000000000, 100, 001
0000001482, 183547, 0000000000, 100, 001
0000001483, 183548, 0000000000, 100, 001
0000001484, 183549, 0000000000, 100, 001
0000001485, 183550, 0000000000, 100, 001
0000001486, 183551, 0000000000, 100, 001
0000001487, 183552, 0000000000, 100, 001
0000001488, 183553, 0000000000, 100, 001
0000001489, 183554, 0000000000, 100, 001
0000001490, 183555, 0000000000, 100, 001
0000001491, 183556, 0000000000, 100, 001
0000001492, 183557, 0000000000, 100, 001
0000001493, 183558, 0000000000, 100, 001
0000001494, 183559, 0000000000, 100, 001
0000001495, 183600, 0000000000, 100, 001
0000001496, 183601, 0000000000, 100, 001
0000001497, 183602, 0000000000, 100, 001
0000001498, 183603, 0000000000, 100, 001
0000001499, 183604, 0000000000, 100, 001
0000001500, 183605, 0000000000, 100, 001
0000001501, 183606, 0000000000, 100, 001
0000001502, 183607, 0000000000, 100, 001
0000001503, 183608, 0000000000, 100, 001
0000001504, 183609, 0000000000, 100, 001
0000001505, 183610, 0000000000, 100, 001
0000001506, 183611, 0000000000, 100, 001
0000001507, 183612, 0000000000, 100, 001
0000001508, 183613, 0000000000, 100, 001
0000001509, 183614, 0000000000, 100, 001
0000001510, 183615, 0000000000, 100, 001
0000001511, 183616, 0000000000, 100, 001
0000001512, 183618, 0000000000, 100, 001
0000001513, 183619, 0000000000, 100, 001
0000001514, 183620, 0000000000, 100, 001
0000001515, 183621, 0000000000, 100, 001
0000001516, 183622, 0000000000, 100, 001
0000001517, 183623, 0000000000, 100, 001
0000001518, 183624, 0000000000, 100, 001
0000001519, 183625, 0000000000, 100, 001
0000001520, 183626, 0000000000, 100, 001
0000001521, 183627, 0000000000, 100, 001
0000001522, 183628, 0000000000, 100, 001
0000001523, 183629, 0000000000, 100, 001
0000001524, 183630, 0000000000, 100, 001
0000001525, 183631, 0000000000, 100, 001
0000001526, 183632, 0000000000, 100, 001
0000001527, 183633, 0000000000, 100, 001
0000001528, 183634, 0000000000, 100, 001
0000001529, 183635, 0000000000, 100, 001
0000001530, 183636, 0000000000, 100, 001
0000001531, 183637, 0000000000, 100, 001
0000001532, 183638, 0000000000, 100, 001
0000001533, 183639, 0000000000, 100, 001
0000001534, 183640, 0000000000, 100, 001
0000001535, 183641, 0000000000, 100, 001
0000001536, 183642, 0000000000, 100, 001
0000001537, 183643, 0000000000, 100, 001
0000001538, 183644, 0000000000, 100, 001
0000001539, 183645, 0000000000, 100, 001
0000001540, 183646, 0000000000, 100, 001
0000001541, 183647, 0000000000, 100, 001
0000001542, 183648, 0000000000, 100, 001
0000001543, 183649, 0000000000, 100, 001
0000001544, 183650, 0000000000, 100, 001
0000001545, 183651, 0000000000, 100, 001
0000001546, 183652, 0000000000, 100, 001
0000001547, 183653, 0000000000, 100, 001
0000001548, 183654, 0000000000, 100, 001
0000001549, 183655, 0000000000, 100, 001
0000001550, 183656, 0000000000, 100, 001
0000001551, 183657, 0000000000, 100, 001
0000001552, 183659, 0000000000, 100, 001
0000001553, 183700, 0000000000, 100, 001
0000001554, 183701, 0000000000, 100, 001
0000001555, 183702, 0000000000, 100, 001
0000001556, 183703, 0000000000, 100, 001
0000001557, 183704, 0000000000, 100, 001
0000001558, 183705, 0000000000, 100, 001
0000001559, 183706, 0000000000, 100, 001
0000001560, 183707, 0000000000, 100, 001
0000001561, 183708, 0000000000, 100, 001
0000001562, 183709, 0000000000, 100, 001
0000001563, 183710, 0000000000, 100, 001
0000001564, 183711, 0000000000, 100, 001
0000001565, 183712, 0000000000, 100, 001
0000001566, 183713, 0000000000, 100, 001
0000001567, 183714, 0000000000, 100, 001
0000001568, 183715, 0000000000, 100, 001
0000001569, 183716, 0000000000, 100, 001
0000001570, 183717, 0000000000, 100, 001
0000001571, 183718, 0000000000, 100, 001
0000001572, 183719, 0000000000, 100, 001
0000001573, 183720, 0000000000, 100, 001
0000001574, 183721, 0000000000, 100, 001
0000001575, 183722, 0000000000, 100, 001
0000001576, 183723, 0000000000, 100, 001
0000001577, 183724, 0000000000, 100, 001
0000001578, 183725, 0000000000, 100, 001
0000001579, 183726, 0000000000, 100, 001
0000001580, 183727, 0000000000, 100, 001
0000001581, 183728, 0000000000, 100, 001
0000001582, 183729, 0000000000, 100, 001
0000001583, 183730, 0000000000, 100, 001
0000001584, 183731, 0000000000, 100, 001
0000001585, 183732, 0000000000, 100, 001
0000001586, 183733, 0000000000, 100, 001
0000001587, 183734, 0000000000, 100, 001
0000001588, 183735, 0000000000, 100, 001
0000001589, 183736, 0000000000, 100, 001
0000001590, 183737, 0000000000, 100, 001
0000001591, 183738, 0000000000, 100, 001
0000001592, 183739, 0000000000, 100, 001
0000001593, 183740, 0000000000, 100, 001
0000001594, 183741, 0000000000, 100, 001
0000001595, 183742, 0000000000, 100, 001
0000001596, 183743, 0000000000, 100, 001
0000001597, 183744, 0000000000, 100, 001
0000001598, 183745, 0000000000, 100, 001
0000001599, 183746, 0000000000, 100, 001
0000001600, 183747, 0000000000, 100, 001
0000001601, 183748, 0000000000, 100, 001
0000001602, 183749, 0000000000, 100, 001
0000001603, 183750, 0000000000, 100, 001
0000001604, 183751, 0000000000, 100, 001
0000001605, 183752, 0000000000, 100, 001
0000001606, 183753, 0000000000, 100, 001
0000001607, 183754, 0000000000, 100, 001
0000001608, 183755, 0000000000, 100, 001
0000001609, 183756, 0000000000, 100, 001
0000001610, 183757, 0000000000, 100, 001
0000001611, 183758, 0000000000, 100, 001
0000001612, 183759, 0000000000, 100, 001
0000001613, 183800, 0000000000, 100, 001
0000001614, 183801, 0000000000, 100, 001
0000001615, 183802, 0000000000, 100, 001
0000001616, 183803, 0000000000, 100, 001
0000001617, 183804, 0000000000, 100, 001
0000001618, 183805, 0000000000, 100, 001
0000001619, 183806, 0000000000, 100, 001
0000001620, 183807, 0000000000, 100, 001
0000001621, 183808, 0000000000, 100, 001
0000001622, 183809, 0000000000, 100, 001
0000001623, 183810, 0000000000, 100, 001
0000001624, 183811, 0000000000, 100, 001
0000001625, 183812, 0000000000, 100, 001
0000001626, 183813, 0000000000, 100, 001
0000001627, 183814, 0000000000, 100, 001
0000001628, 183815, 0000000000, 100, 001
0000001629, 183816, 0000000000, 100, 001
0000001630, 183818, 0000000000, 100, 001
0000001631, 183819, 0000000000, 100, 001
0000001632, 183820, 0000000000, 100, 001
0000001633, 183821, 0000000000, 100, 001
0000001634, 183822, 0000000000, 100, 001
0000001635, 183823, 0000000000, 100, 001
0000001636, 183824, 0000000000, 100, 001
0000001637, 183825, 0000000000, 100, 001
0000001638, 183826, 0000000000, 100, 001
0000001639, 183827, 0000000000, 100, 001
0000001640, 183828, 0000000000, 100, 001
0000001641, 183829, 0000000000, 100, 001
0000001642, 183830, 0000000000, 100, 001
0000001643, 183831, 0000000000, 100, 001
0000001644, 183832, 0000000000, 100, 001
0000001645, 183833, 0000000000, 100, 001
0000001646, 183834, 0000000000, 100, 001
0000001647, 183835, 0000000000, 100, 001
0000001648, 183836, 0000000000, 100, 001
0000001649, 183837, 0000000000, 100, 001
0000001650, 183838, 0000000000, 100, 001
0000001651, 183839, 0000000000, 100, 001
0000001652, 183840, 0000000000, 100, 001
0000001653, 183841, 0000000000, 100, 001
0000001654, 183842, 0000000000, 100, 001
0000001655, 183843, 0000000000, 100, 001
0000001656, 183844, 0000000000, 100, 001
0000001657, 183845, 0000000000, 100, 001
0000001658, 183846, 0000000000, 100, 001
0000001659, 183847, 0000000000, 100, 001
0000001660, 183848, 0000000000, 100, 001
0000001661, 183849, 0000000000, 100, 001
0000001662, 183850, 0000000000, 100, 001
0000001663, 183851, 0000000000, 100, 001
0000001664, 183852, 0000000000, 100, 001
0000001665, 183853, 0000000000, 100, 001
0000001666, 183854, 0000000000, 100, 001
0000001667, 183855, 0000000000, 100, 001
0000001668, 183856, 0000000000, 100, 001
0000001669, 183857, 0000000000, 100, 001
0000001670, 183858, 0000000000, 100, 001
0000001671, 183859, 0000000000, 100, 001
0000001672, 183900, 0000000000, 100, 001
0000001673, 183901, 0000000000, 100, 001
0000001674, 183902, 0000000000, 100, 001
0000001675, 183903, 0000000000, 100, 001
0000001676, 183904, 0000000000, 100, 001
0000001677, 183905, 0000000000, 100, 001
0000001678, 183906, 0000000000, 100, 001
0000001679, 183907, 0000000000, 100, 001
0000001680, 183908, 0000000000, 100, 001
0000001681, 183909, 0000000000, 100, 001
0000001682, 183910, 0000000000, 100, 001
0000001683, 183911, 0000000000, 100, 001
0000001684, 183912, 0000000000, 100, 001
0000001685, 183913, 0000000000, 100, 001
0000001686, 183914, 0000000000, 100, 001
0000001687, 183915, 0000000000, 100, 001
0000001688, 183916, 0000000000, 100, 001
0000001689, 183917, 0000000000, 100, 001
0000001690, 183918, 0000000000, 100, 001
0000001691, 183919, 0000000000, 100, 001
0000001692, 183920, 0000000000, 100, 001
0000001693, 183921, 0000000000, 100, 001
0000001694, 183922, 0000000000, 100, 001
0000001695, 183923, 0000000000, 100, 001
0000001696, 183924, 0000000000, 100, 001
0000001697, 183925, 0000000000, 100, 001
0000001698, 183926, 0000000000, 100, 001
0000001699, 183927, 0000000000, 100, 001
0000001700, 183928, 0000000000, 100, 001
0000001701, 183929, 0000000000, 100, 001
0000001702, 183930, 0000000000, 100, 001
0000001703, 183931, 0000000000, 100, 001
0000001704, 183932, 0000000000, 100, 001
0000001705, 183933, 0000000000, 100, 001
0000001706, 183934, 0000000000, 100, 001
0000001707, 183935, 0000000000, 100, 001
0000001708, 183936, 0000000000, 100, 001
0000001709, 183937, 0000000000, 100, 001
0000001710, 183938, 0000000000, 100, 001
0000001711, 183939, 0000000000, 100, 001
0000001712, 183940, 0000000000, 100, 001
0000001713, 183941, 0000000000, 100, 001
0000001714, 183942, 0000000000, 100, 001
0000001715, 183943, 0000000000, 100, 001
0000001716, 183944, 0000000000, 100, 001
0000001717, 183945, 0000000000, 100, 001
0000001718, 183946, 0000000000, 100, 001
0000001719, 183947, 0000000000, 100, 001
0000001720, 183948, 0000000000, 100, 001
0000001721, 183949, 0000000000, 100, 001
0000001722, 183950, 0000000000, 100, 001
0000001723, 183951, 0000000000, 100, 001
0000001724, 183952, 0000000000, 100, 001
0000001725, 183953, 0000000000, 100, 001
0000001726, 183954, 0000000000, 100, 001
0000001727, 183955, 0000000000, 100, 001
0000001728, 183956, 0000000000, 100, 001
0000001729, 183957, 0000000000, 100, 001
0000001730, 183958, 0000000000, 100, 001
0000001731, 183959, 0000000000, 100, 001
0000001732, 184000, 0000000000, 100, 001
0000001733, 184001, 0000000000, 100, 001
0000001734, 184002, 0000000000, 100, 001
0000001735, 184004, 0000000000, 100, 001
0000001736, 184005, 0000000000, 100, 001
0000001737, 184006, 0000000000, 100, 001
0000001738, 184007, 0000000000, 100, 001
0000001739, 184008, 0000000000, 100, 001
0000001740, 184009, 0000000000, 100, 001
0000001741, 184010, 0000000000, 100, 001
0000001742, 184011, 0000000000, 100, 001
0000001743, 184012, 0000000000, 100, 001
0000001744, 184013, 0000000000, 100, 001
0000001745, 184014, 0000000000, 100, 001
0000001746, 184015, 0000000000, 100, 001
0000001747, 184016, 0000000000, 100, 001
0000001748, 184017, 0000000000, 100, 001
0000001749, 184018, 0000000000, 100, 001
0000001750, 184019, 0000000000, 100, 001
0000001751, 184020, 0000000000, 100, 001
0000001752, 184021, 0000000000, 100, 001
0000001753, 184022, 0000000000, 100, 001
0000001754, 184023, 0000000000, 100, 001
0000001755, 184024, 0000000000, 100, 001
0000001756, 184025, 0000000000, 100, 001
0000001757, 184026, 0000000000, 100, 001
0000001758, 184027, 0000000000, 100, 001
0000001759, 184028, 0000000000, 100, 001
0000001760, 184029, 0000000000, 100, 001
0000001761, 184030, 0000000000, 100, 001
0000001762, 184031, 0000000000, 100, 001
0000001763, 184032, 0000000000, 100, 001
0000001764, 184033, 0000000000, 100, 001
0000001765, 184034, 0000000000, 100, 001
0000001766, 184035, 0000000000, 100, 001
0000001767, 184036, 0000000000, 100, 001
0000001768, 184037, 0000000000, 100, 001
0000001769, 184038, 0000000000, 100, 001
0000001770, 184039, 0000000000, 100, 001
0000001771, 184040, 0000000000, 100, 001
0000001772, 184041, 0000000000, 100, 001
0000001773, 184042, 0000000000, 100, 001
0000001774, 184043, 0000000000, 100, 001
0000001775, 184044, 0000000000, 100, 001
0000001776, 184045, 0000000000, 100, 001
0000001777, 184046, 0000000000, 100, 001
0000001778, 184047, 0000000000, 100, 001
0000001779, 184048, 0000000000, 100, 001
0000001780, 184049, 0000000000, 100, 001
0000001781, 184050, 0000000000, 100, 001
0000001782, 184051, 0000000000, 100, 001
0000001783, 184052, 0000000000, 100, 001
0000001784, 184053, 0000000000, 100, 001
0000001785, 184054, 0000000000, 100, 001
0000001786, 184055, 0000000000, 100, 001
0000001787, 184056, 0000000000, 100, 001
0000001788, 184057, 0000000000, 100, 001
0000001789, 184058, 0000000000, 100, 001
0000001790, 184059, 0000000000, 100, 001
0000001791, 184100, 0000000000, 100, 001
0000001792, 184101, 0000000000, 100, 001
0000001793, 184102, 0000000000, 100, 001
0000001794, 184103, 0000000000, 100, 001
0000001795, 184104, 0000000000, 100, 001
0000001796, 184105, 0000000000, 100, 001
0000001797, 184106, 0000000000, 100, 001
0000001798, 184107, 0000000000, 100, 001
0000001799, 184108, 0000000000, 100, 001
0000001800, 184109, 0000000000, 100, 001
0000001801, 184110, 0000000000, 100, 001
0000001802, 184111, 0000000000, 100, 001
0000001803, 184112, 0000000000, 100, 001
0000001804, 184113, 0000000000, 100, 001
0000001805, 184114, 0000000000, 100, 001
0000001806, 184115, 0000000000, 100, 001
0000001807, 184117, 0000000000, 100, 001
0000001808, 184118, 0000000000, 100, 001
0000001809, 184119, 0000000000, 100, 001
0000001810, 184120, 0000000000, 100, 001
0000001811, 184121, 0000000000, 100, 001
0000001812, 184122, 0000000000, 100, 001
0000001813, 184123, 0000000000, 100, 001
0000001814, 184124, 0000000000, 100, 001
0000001815, 184125, 0000000000, 100, 001
0000001816, 184126, 0000000000, 100, 001
0000001817, 184127, 0000000000, 100, 001
0000001818, 184128, 0000000000, 100, 001
0000001819, 184129, 0000000000, 100, 001
0000001820, 184130, 0000000000, 100, 001
0000001821, 184131, 0000000000, 100, 001
0000001822, 184132, 0000000000, 100, 001
0000001823, 184133, 0000000000, 100, 001
0000001824, 184134, 0000000000, 100, 001
0000001825, 184135, 0000000000, 100, 001
0000001826, 184136, 0000000000, 100, 001
0000001827, 184137, 0000000000, 100, 001
0000001828, 184138, 0000000000, 100, 001
0000001829, 184139, 0000000000, 100, 001
0000001830, 184140, 0000000000, 100, 001
0000001831, 184141, 0000000000, 100, 001
0000001832, 184142, 0000000000, 100, 001
0000001833, 184143, 0000000000, 100, 001
0000001834, 184144, 0000000000, 100, 001
0000001835, 184145, 0000000000, 100, 001
0000001836, 184146, 0000000000, 100, 001
0000001837, 184147, 0000000000, 100, 001
0000001838, 184148, 0000000000, 100, 001
0000001839, 184149, 0000000000, 100, 001
0000001840, 184150, 0000000000, 100, 001
0000001841, 184151, 0000000000, 100, 001
0000001842, 184152, 0000000000, 100, 001
0000001843, 184153, 0000000000, 100, 001
0000001844, 184154, 0000000000, 100, 001
0000001845, 184155, 0000000000, 100, 001
0000001846, 184156, 0000000000, 100, 001
0000001847, 184157, 0000000000, 100, 001
0000001848, 184158, 0000000000, 100, 001
0000001849, 184159, 0000000000, 100, 001
0000001850, 184201, 0000000000, 100, 001
0000001851, 184202, 0000000000, 100, 001
0000001852, 184203, 0000000000, 100, 001
0000001853, 184204, 0000000000, 100, 001
0000001854, 184205, 0000000000, 100, 001
0000001855, 184206, 0000000000, 100, 001
0000001856, 184207, 0000000000, 100, 001
0000001857, 184208, 0000000000, 100, 001
0000001858, 184209, 0000000000, 100, 001
0000001859, 184210, 0000000000, 100, 001
0000001860, 184211, 0000000000, 100, 001
0000001861, 184212, 0000000000, 100, 001
0000001862, 184213, 0000000000, 100, 001
0000001863, 184214, 0000000000, 100, 001
0000001864, 184215, 0000000000, 100, 001
0000001865, 184216, 0000000000, 100, 001
0000001866, 184217, 0000000000, 100, 001
0000001867, 184218, 0000000000, 100, 001
0000001868, 184219, 0000000000, 100, 001
0000001869, 184220, 0000000000, 100, 001
0000001870, 184221, 0000000000, 100, 001
0000001871, 184222, 0000000000, 100, 001
0000001872, 184223, 0000000000, 100, 001
0000001873, 184224, 0000000000, 100, 001
0000001874, 184225, 0000000000, 100, 001
0000001875, 184226, 0000000000, 100, 001
0000001876, 184227, 0000000000, 100, 001
0000001877, 184228, 0000000000, 100, 001
0000001878, 184229, 0000000000, 100, 001
0000001879, 184230, 0000000000, 100, 001
0000001880, 184231, 0000000000, 100, 001
0000001881, 184232, 0000000000, 100, 001
0000001882, 184233, 0000000000, 100, 001
0000001883, 184234, 0000000000, 100, 001
0000001884, 184235, 0000000000, 100, 001
0000001885, 184236, 0000000000, 100, 001
0000001886, 184237, 0000000000, 100, 001
0000001887, 184238, 0000000000, 100, 001
0000001888, 184239, 0000000000, 100, 001
0000001889, 184240, 0000000000, 100, 001
0000001890, 184241, 0000000000, 100, 001
0000001891, 184242, 0000000000, 100, 001
0000001892, 184243, 0000000000, 100, 001
0000001893, 184244, 0000000000, 100, 001
0000001894, 184245, 0000000000, 100, 001
0000001895, 184246, 0000000000, 100, 001
0000001896, 184247, 0000000000, 100, 001
0000001897, 184248, 0000000000, 100, 001
0000001898, 184249, 0000000000, 100, 001
0000001899, 184250, 0000000000, 100, 001
0000001900, 184252, 0000000000, 100, 001
0000001901, 184253, 0000000000, 100, 001
0000001902, 184254, 0000000000, 100, 001
0000001903, 184255, 0000000000, 100, 001
0000001904, 184256, 0000000000, 100, 001
0000001905, 184257, 0000000000, 100, 001
0000001906, 184258, 0000000000, 100, 001
0000001907, 184259, 0000000000, 100, 001
0000001908, 184300, 0000000000, 100, 001
0000001909, 184301, 0000000000, 100, 001
0000001910, 184302, 0000000000, 100, 001
0000001911, 184303, 0000000000, 100, 001
0000001912, 184304, 0000000000, 100, 001
0000001913, 184305, 0000000000, 100, 001
0000001914, 184306, 0000000000, 100, 001
0000001915, 184307, 0000000000, 100, 001
0000001916, 184308, 0000000000, 100, 001
0000001917, 184309, 0000000000, 100, 001
0000001918, 184310, 0000000000, 100, 001
0000001919, 184311, 0000000000, 100, 001
0000001920, 184312, 0000000000, 100, 001
0000001921, 184313, 0000000000, 100, 001
0000001922, 184314, 0000000000, 100, 001
0000001923, 184315, 0000000000, 100, 001
0000001924, 184316, 0000000000, 100, 001
0000001925, 184317, 0000000000, 100, 001
0000001926, 184318, 0000000000, 100, 001
0000001927, 184319, 0000000000, 100, 001
0000001928, 184320, 0000000000, 100, 001
0000001929, 184321, 0000000000, 100, 001
0000001930, 184322, 0000000000, 100, 001
0000001931, 184323, 0000000000, 100, 001
0000001932, 184324, 0000000000, 100, 001
0000001933, 184325, 0000000000, 100, 001
0000001934, 184326, 0000000000, 100, 001
0000001935, 184327, 0000000000, 100, 001
0000001936, 184328, 0000000000, 100, 001
0000001937, 184329, 0000000000, 100, 001
0000001938, 184330, 0000000000, 100, 001
0000001939, 184331, 0000000000, 100, 001
0000001940, 184332, 0000000000, 100, 001
0000001941, 184333, 0000000000, 100, 001
0000001942, 184334, 0000000000, 100, 001
0000001943, 184335, 0000000000, 100, 001
0000001944, 184336, 0000000000, 100, 001
0000001945, 184337, 0000000000, 100, 001
0000001946, 184338, 0000000000, 100, 001
0000001947, 184339, 0000000000, 100, 001
0000001948, 184340, 0000000000, 100, 001
0000001949, 184341, 0000000000, 100, 001
0000001950, 184342, 0000000000, 100, 001
0000001951, 184343, 0000000000, 100, 001
0000001952, 184344, 0000000000, 100, 001
0000001953, 184345, 0000000000, 100, 001
0000001954, 184346, 0000000000, 100, 001
0000001955, 184347, 0000000000, 100, 001
0000001956, 184348, 0000000000, 100, 001
0000001957, 184349, 0000000000, 100, 001
0000001958, 184350, 0000000000, 100, 001
0000001959, 184351, 0000000000, 100, 001
0000001960, 184352, 0000000000, 100, 001
0000001961, 184353, 0000000000, 100, 001
0000001962, 184354, 0000000000, 100, 001
0000001963, 184355, 0000000000, 100, 001
0000001964, 184356, 0000000000, 100, 001
0000001965, 184357, 0000000000, 100, 001
0000001966, 184358, 0000000000, 100, 001
0000001967, 184359, 0000000000, 100, 001
0000001968, 184400, 0000000000, 100, 001
0000001969, 184401, 0000000000, 100, 001
0000001970, 184402, 0000000000, 100, 001
0000001971, 184403, 0000000000, 100, 001
0000001972, 184404, 0000000000, 100, 001
0000001973, 184405, 0000000000, 100, 001
0000001974, 184406, 0000000000, 100, 001
0000001975, 184407, 0000000000, 100, 001
0000001976, 184408, 0000000000, 100, 001
0000001977, 184409, 0000000000, 100, 001
0000001978, 184410, 0000000000, 100, 001
0000001979, 184411, 0000000000, 100, 001
0000001980, 184412, 0000000000, 100, 001
0000001981, 184413, 0000000000, 100, 001
0000001982, 184414, 0000000000, 100, 001
0000001983, 184415, 0000000000, 100, 001
0000001984, 184416, 0000000000, 100, 001
0000001985, 184417, 0000000000, 100, 001
0000001986, 184418, 0000000000, 100, 001
0000001987, 184419, 0000000000, 100, 001
0000001988, 184420, 0000000000, 100, 001
0000001989, 184421, 0000000000, 100, 001
0000001990, 184422, 0000000000, 100, 001
0000001991, 184423, 0000000000, 100, 001
